Application_ID,Age,Gender,State,Residence_Type,Monthly_Income,Employment_Status,Education_Level,Family_Members,Disability_Status,Application_Date,Eligibility_Score,Application_Status,Subsidy_Amount,level,state_ut,schemeCategory,benefit_type,benefit_amount_per_year,min_age,max_age,income_limit,social_category,gender_target,course_level,application_mode,scheme_name,details,documents_required,tags
GOV-11557,55,Male,New York,Rural,2190.31,Student,Secondary,3,No,14-02-25,53,Pending,0,State,New York,Skill Development,Direct Benefit Transfer,10000,20,43,200000,EWS,Male,PG,Offline,Gov Assistance Scheme - 723,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11558,21,Male,Texas,Rural,1577.72,Public Sector,Primary,6,No,28-09-25,62,Under Review,500,Central,All India,Skill Development,Subsidy,98000,24,72,300000,Any,Female,UG,Online,Gov Assistance Scheme - 704,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11559,45,Non-Binary,Illinois,Rural,820.19,Student,Primary,6,Yes,11-11-25,51,Approved,0,State,Illinois,Housing,Subsidy,77000,2,45,300000,OBC,Any,Higher Secondary,Online,Gov Assistance Scheme - 820,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11560,32,Non-Binary,California,Urban,2963.91,Student,Tertiary,7,Yes,17-03-25,72,Rejected,2500,Central,All India,Skill Development,Grant,44000,10,56,500000,SC,Female,Higher Secondary,Offline,Gov Assistance Scheme - 701,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11561,60,Female,Florida,Rural,3230.32,Public Sector,Secondary,4,Yes,16-01-25,5,Under Review,1200,Central,All India,Skill Development,Direct Benefit Transfer,15000,1,31,300000,Any,Non-Binary,School,Offline,Gov Assistance Scheme - 870,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11562,52,Non-Binary,California,Urban,988.77,Unemployed,Secondary,5,Yes,12-10-25,28,Under Review,500,Central,All India,Housing,Direct Benefit Transfer,24000,8,79,300000,SC,Female,School,Online+Offline,Gov Assistance Scheme - 261,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11563,19,Male,Illinois,Urban,2919.72,Public Sector,Secondary,6,No,13-03-25,36,Rejected,2500,State,Illinois,Education & Learning,Scholarship,28000,5,31,300000,OBC,Non-Binary,PG,Online+Offline,Gov Assistance Scheme - 207,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11564,62,Male,Florida,Urban,2788.21,Self-Employed,Tertiary,7,Yes,14-12-25,60,Under Review,2500,State,Florida,Social Welfare,Grant,39000,22,56,800000,ST,Male,School,Online,Gov Assistance Scheme - 981,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11565,32,Non-Binary,New York,Rural,4495.04,Unemployed,Primary,4,No,22-01-25,64,Approved,0,State,New York,Housing,Direct Benefit Transfer,21000,8,58,500000,EWS,Male,Diploma,Offline,Gov Assistance Scheme - 865,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11566,72,Non-Binary,New York,Rural,2384.18,Self-Employed,,1,No,28-01-25,59,Rejected,0,State,New York,Housing,Direct Benefit Transfer,19000,14,58,800000,EWS,Any,PhD,Offline,Gov Assistance Scheme - 242,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11567,30,Male,Florida,Rural,455.23,Unemployed,Primary,8,No,15-10-25,99,Pending,500,Central,All India,Education & Learning,Scholarship,49000,25,56,200000,SC,Non-Binary,Vocational,Online+Offline,Gov Assistance Scheme - 768,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11568,73,Male,New York,Urban,3857.32,Student,Secondary,6,No,29-08-25,1,Under Review,0,State,New York,Healthcare,Grant,88000,11,42,200000,Any,Any,PhD,Online,Gov Assistance Scheme - 256,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11569,78,Non-Binary,Florida,Urban,17.64,Student,Secondary,3,No,22-02-25,29,Rejected,2500,State,Florida,Skill Development,Scholarship,75000,14,58,200000,Any,Any,PG,Offline,Gov Assistance Scheme - 828,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11570,72,Non-Binary,California,Urban,4860.67,Unemployed,,4,No,18-03-25,0,Approved,0,Central,All India,Housing,Grant,63000,11,72,200000,Any,Female,PG,Online+Offline,Gov Assistance Scheme - 466,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11571,30,Non-Binary,Texas,Urban,4606.92,Public Sector,Primary,8,Yes,18-03-25,35,Pending,1200,Central,All India,Agriculture,Subsidy,42000,25,71,300000,General,Non-Binary,Higher Secondary,Online,Gov Assistance Scheme - 683,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11572,26,Female,Illinois,Rural,2562.55,Unemployed,Tertiary,1,Yes,17-12-25,50,Under Review,1200,Central,All India,Social Welfare,Subsidy,79000,0,49,200000,OBC,Male,School,Online,Gov Assistance Scheme - 898,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11573,32,Female,New York,Rural,4721.08,Public Sector,Tertiary,8,No,22-04-25,28,Approved,1200,State,New York,Agriculture,Stipend,70000,12,75,300000,SC,Any,PG,Online+Offline,Gov Assistance Scheme - 837,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11574,34,Female,Texas,Urban,1029.57,Unemployed,,8,No,05-10-25,99,Approved,0,State,Texas,Healthcare,Direct Benefit Transfer,26000,22,40,800000,EWS,Female,UG,Online,Gov Assistance Scheme - 317,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11575,85,Female,Florida,Urban,1528.3,Student,,2,Yes,01-12-25,16,Under Review,2500,Central,All India,Agriculture,Stipend,51000,18,57,200000,ST,Female,Diploma,Online,Gov Assistance Scheme - 723,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11576,66,Non-Binary,Texas,Urban,1346.43,Unemployed,,1,No,19-08-25,43,Under Review,500,Central,All India,Education & Learning,Scholarship,17000,12,75,300000,OBC,Female,Diploma,Online+Offline,Gov Assistance Scheme - 453,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11577,24,Male,California,Rural,1984.51,Public Sector,Secondary,7,No,02-07-25,57,Under Review,0,State,California,Education & Learning,Stipend,44000,15,32,200000,SC,Male,Vocational,Online+Offline,Gov Assistance Scheme - 209,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11578,39,Male,California,Urban,3927.56,Student,Tertiary,6,No,14-05-25,78,Pending,2500,Central,All India,Education & Learning,Stipend,27000,24,45,500000,SC,Female,UG,Offline,Gov Assistance Scheme - 105,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11579,20,Non-Binary,California,Urban,4158.34,Student,Primary,7,No,20-05-25,31,Approved,1200,State,California,Housing,Direct Benefit Transfer,49000,22,32,800000,General,Male,Diploma,Online,Gov Assistance Scheme - 607,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11580,59,Non-Binary,Florida,Urban,1521.04,Public Sector,Primary,5,No,06-12-25,20,Rejected,0,State,Florida,Agriculture,Grant,86000,4,58,300000,OBC,Female,UG,Online+Offline,Gov Assistance Scheme - 881,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11581,78,Female,Texas,Urban,809.99,Private Sector,,3,Yes,28-10-25,50,Under Review,0,State,Texas,Social Welfare,Subsidy,10000,18,63,500000,EWS,Non-Binary,Vocational,Online+Offline,Gov Assistance Scheme - 286,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11582,55,Non-Binary,California,Rural,1766.15,Self-Employed,Tertiary,7,No,27-03-25,39,Pending,0,State,California,Education & Learning,Direct Benefit Transfer,59000,21,40,200000,SC,Female,Diploma,Online+Offline,Gov Assistance Scheme - 853,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11583,49,Female,Illinois,Urban,3411.11,Public Sector,Tertiary,6,No,30-12-25,15,Under Review,0,Central,All India,Social Welfare,Stipend,91000,3,55,200000,ST,Female,Diploma,Offline,Gov Assistance Scheme - 369,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11584,55,Non-Binary,New York,Rural,4467,Private Sector,Tertiary,2,Yes,24-05-25,96,Rejected,2500,State,New York,Housing,Stipend,81000,9,42,200000,SC,Any,Vocational,Online+Offline,Gov Assistance Scheme - 617,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11585,63,Female,California,Rural,700.02,Private Sector,Primary,7,No,26-04-25,78,Pending,500,Central,All India,Agriculture,Direct Benefit Transfer,55000,2,48,300000,EWS,Non-Binary,UG,Offline,Gov Assistance Scheme - 982,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11586,34,Female,Florida,Urban,3330.19,Self-Employed,Secondary,7,No,10-12-25,75,Approved,0,State,Florida,Social Welfare,Direct Benefit Transfer,56000,21,44,300000,SC,Female,Higher Secondary,Online+Offline,Gov Assistance Scheme - 621,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11587,19,Female,California,Rural,3261.61,Unemployed,Primary,3,No,05-03-25,62,Approved,2500,State,California,Education & Learning,Direct Benefit Transfer,49000,1,49,800000,Any,Male,School,Online+Offline,Gov Assistance Scheme - 645,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11588,57,Non-Binary,Illinois,Urban,1663.8,Student,Primary,6,Yes,17-01-25,33,Pending,0,State,Illinois,Social Welfare,Subsidy,77000,13,71,500000,EWS,Female,School,Online,Gov Assistance Scheme - 686,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11589,51,Male,Florida,Urban,3824.49,Student,,1,Yes,09-11-25,63,Rejected,500,State,Florida,Housing,Grant,51000,1,70,200000,EWS,Any,School,Online+Offline,Gov Assistance Scheme - 624,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11590,57,Non-Binary,Texas,Rural,1319.08,Public Sector,Tertiary,7,No,08-03-25,61,Approved,0,State,Texas,Healthcare,Scholarship,51000,14,48,300000,ST,Non-Binary,PG,Offline,Gov Assistance Scheme - 849,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11591,84,Non-Binary,Florida,Rural,548.43,Unemployed,Tertiary,7,Yes,11-03-25,75,Rejected,500,State,Florida,Education & Learning,Grant,49000,1,80,500000,ST,Any,Higher Secondary,Online,Gov Assistance Scheme - 310,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11592,79,Non-Binary,Illinois,Rural,148.67,Unemployed,Tertiary,2,Yes,27-12-25,83,Pending,0,Central,All India,Social Welfare,Direct Benefit Transfer,38000,16,77,200000,Any,Female,Diploma,Offline,Gov Assistance Scheme - 257,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11593,19,Non-Binary,New York,Rural,970.6,Self-Employed,,3,Yes,01-05-25,15,Pending,2500,State,New York,Healthcare,Stipend,31000,13,77,300000,EWS,Female,School,Online,Gov Assistance Scheme - 632,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11594,48,Male,California,Rural,4165.75,Self-Employed,,4,Yes,07-10-25,85,Rejected,0,Central,All India,Housing,Grant,14000,22,37,800000,ST,Female,UG,Offline,Gov Assistance Scheme - 870,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11595,46,Male,Texas,Urban,4656.09,Unemployed,Secondary,8,Yes,11-01-25,31,Rejected,0,Central,All India,Education & Learning,Scholarship,22000,17,39,300000,ST,Any,Vocational,Online+Offline,Gov Assistance Scheme - 221,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11596,81,Non-Binary,Texas,Urban,2600.51,Self-Employed,,6,No,26-03-25,85,Rejected,0,Central,All India,Housing,Subsidy,57000,0,34,200000,SC,Female,UG,Online,Gov Assistance Scheme - 452,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
