application_id,age,gender,state,residence_type,income,employment_status,education_level,family_members,disability_status,application_date,eligibility_score,application_status,subsidy_amount,level,state_ut,schemecategory,benefit_type,benefit_amount_per_year,min_age,max_age,income_limit,social_category,gender_target,course_level,application_mode,scheme_name,details,documents_required,tags,eligible
GOV-11461,77,Male,Illinois,Rural,4046.04,Unemployed,Secondary,1,Yes,05-06-25,4,Rejected,0,Central,All India,Housing,Direct Benefit Transfer,42000,22,61,800000,SC,Male,Diploma,Offline,Gov Assistance Scheme - 808,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10788,59,Male,California,Rural,3473.62,Private Sector,Primary,2,Yes,12-01-25,12,Under Review,1200,State,California,Agriculture,Stipend,50000,24,44,300000,Any,Non-Binary,Higher Secondary,Offline,Gov Assistance Scheme - 840,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10721,50,Male,California,Urban,4504.69,Private Sector,Tertiary,7,No,20-10-25,69,Under Review,0,State,California,Housing,Direct Benefit Transfer,42000,8,72,500000,General,Any,PG,Online,Gov Assistance Scheme - 331,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10454,32,Male,New York,Rural,3038.94,Student,Primary,4,No,15-10-25,7,Under Review,500,Central,All India,Social Welfare,Subsidy,52000,10,61,500000,SC,Male,School,Online+Offline,Gov Assistance Scheme - 815,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10107,73,Non-Binary,New York,Rural,1884.27,Student,Tertiary,8,No,14-12-25,81,Rejected,500,Central,All India,Housing,Subsidy,11000,4,73,300000,ST,Any,Higher Secondary,Online+Offline,Gov Assistance Scheme - 984,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11921,79,Male,California,Rural,4956.54,Public Sector,Primary,1,No,04-03-25,78,Pending,0,State,California,Education & Learning,Subsidy,45000,23,36,300000,OBC,Non-Binary,Vocational,Offline,Gov Assistance Scheme - 444,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10833,73,Non-Binary,New York,Rural,748.17,Student,Tertiary,7,No,31-05-25,95,Rejected,0,State,New York,Healthcare,Stipend,33000,12,76,800000,ST,Any,UG,Online,Gov Assistance Scheme - 469,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11873,18,Non-Binary,California,Urban,1597.84,Unemployed,Primary,3,No,01-05-25,92,Under Review,0,Central,All India,Education & Learning,Subsidy,84000,2,74,200000,EWS,Non-Binary,Diploma,Online+Offline,Gov Assistance Scheme - 822,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11516,20,Female,New York,Rural,3247.64,Unemployed,Secondary,7,No,02-02-25,44,Pending,1200,State,New York,Housing,Grant,75000,22,43,300000,General,Male,Vocational,Online,Gov Assistance Scheme - 376,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11374,50,Non-Binary,Texas,Rural,2462.55,Private Sector,Tertiary,1,No,17-07-25,6,Under Review,0,State,Texas,Skill Development,Direct Benefit Transfer,48000,21,77,500000,EWS,Any,UG,Online+Offline,Gov Assistance Scheme - 311,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11089,41,Non-Binary,Florida,Rural,1296.6,Student,,7,Yes,14-03-25,65,Rejected,0,State,Florida,Agriculture,Scholarship,72000,22,75,200000,SC,Any,UG,Online+Offline,Gov Assistance Scheme - 498,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11535,32,Male,Florida,Urban,3485.48,Student,,5,Yes,19-04-25,79,Pending,0,State,Florida,Education & Learning,Stipend,46000,13,32,200000,SC,Any,Diploma,Online,Gov Assistance Scheme - 622,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10156,45,Male,Illinois,Urban,4729.94,Self-Employed,Secondary,8,Yes,21-01-25,55,Under Review,0,Central,All India,Agriculture,Direct Benefit Transfer,19000,10,63,300000,Any,Non-Binary,Diploma,Online+Offline,Gov Assistance Scheme - 761,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11424,18,Female,California,Urban,3978.53,Private Sector,Tertiary,8,No,13-06-25,100,Under Review,0,Central,All India,Skill Development,Stipend,19000,4,57,200000,OBC,Female,PG,Offline,Gov Assistance Scheme - 349,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10041,22,Female,New York,Rural,4555.63,Public Sector,Primary,6,No,22-06-25,50,Approved,2500,Central,All India,Agriculture,Direct Benefit Transfer,42000,22,73,200000,SC,Male,Higher Secondary,Online,Gov Assistance Scheme - 680,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11918,38,Male,California,Urban,3303.62,Private Sector,Primary,3,No,25-10-25,98,Pending,1200,State,California,Skill Development,Grant,51000,20,47,300000,EWS,Any,UG,Offline,Gov Assistance Scheme - 651,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10488,31,Female,Texas,Rural,2267.63,Private Sector,Primary,1,No,22-05-25,29,Approved,1200,Central,All India,Social Welfare,Subsidy,48000,1,37,500000,General,Any,PG,Offline,Gov Assistance Scheme - 773,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10191,35,Non-Binary,New York,Urban,4835.96,Self-Employed,,1,Yes,02-09-25,11,Pending,1200,Central,All India,Social Welfare,Grant,7000,21,46,200000,Any,Any,PG,Online,Gov Assistance Scheme - 993,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11813,20,Female,Texas,Rural,970.16,Private Sector,,4,No,01-05-25,51,Rejected,2500,State,Texas,Social Welfare,Grant,56000,7,40,800000,OBC,Female,Diploma,Online+Offline,Gov Assistance Scheme - 854,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11655,57,Male,Florida,Rural,2385.47,Unemployed,Tertiary,8,Yes,16-11-25,38,Rejected,2500,Central,All India,Housing,Subsidy,27000,14,51,500000,General,Non-Binary,Vocational,Offline,Gov Assistance Scheme - 201,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10441,43,Male,Texas,Urban,4098.13,Student,Tertiary,7,No,20-03-25,80,Under Review,2500,Central,All India,Skill Development,Subsidy,64000,23,65,200000,OBC,Male,UG,Online+Offline,Gov Assistance Scheme - 311,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10961,39,Non-Binary,California,Urban,371.53,Self-Employed,Secondary,8,Yes,12-08-25,91,Pending,500,State,California,Healthcare,Grant,71000,4,51,800000,General,Male,School,Online,Gov Assistance Scheme - 885,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11422,84,Male,California,Urban,970.39,Student,Secondary,2,No,07-06-25,33,Under Review,500,Central,All India,Healthcare,Direct Benefit Transfer,15000,8,67,500000,General,Non-Binary,School,Online,Gov Assistance Scheme - 483,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10723,65,Female,Florida,Rural,1953.32,Student,,2,Yes,04-10-25,10,Under Review,2500,State,Florida,Social Welfare,Scholarship,22000,7,64,300000,EWS,Non-Binary,Higher Secondary,Online,Gov Assistance Scheme - 542,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10545,21,Male,Illinois,Urban,2910.84,Public Sector,Secondary,6,No,16-05-25,90,Rejected,0,Central,All India,Healthcare,Grant,27000,16,30,200000,SC,Non-Binary,Vocational,Online+Offline,Gov Assistance Scheme - 877,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10201,42,Non-Binary,Texas,Rural,2520.09,Self-Employed,,1,Yes,19-03-25,68,Pending,1200,State,Texas,Education & Learning,Stipend,27000,9,70,500000,SC,Any,School,Online+Offline,Gov Assistance Scheme - 203,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10753,79,Male,California,Rural,435.18,Public Sector,Secondary,4,Yes,25-10-25,33,Pending,2500,State,California,Healthcare,Direct Benefit Transfer,76000,15,45,200000,ST,Female,Diploma,Offline,Gov Assistance Scheme - 502,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10052,44,Non-Binary,Texas,Urban,365.47,Self-Employed,Primary,1,Yes,13-07-25,43,Under Review,0,State,Texas,Healthcare,Scholarship,92000,5,46,800000,Any,Any,UG,Offline,Gov Assistance Scheme - 828,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10552,32,Non-Binary,New York,Rural,3051.52,Self-Employed,,7,No,23-02-25,28,Under Review,0,State,New York,Housing,Stipend,26000,13,60,500000,SC,Non-Binary,Higher Secondary,Offline,Gov Assistance Scheme - 789,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10137,35,Female,California,Urban,1934.44,Unemployed,,2,Yes,16-06-25,35,Rejected,1200,State,California,Agriculture,Subsidy,13000,14,66,300000,EWS,Female,Vocational,Online,Gov Assistance Scheme - 318,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11889,43,Female,Texas,Rural,3067.04,Self-Employed,Primary,6,No,20-10-25,74,Approved,1200,Central,All India,Healthcare,Stipend,31000,6,51,500000,EWS,Any,School,Offline,Gov Assistance Scheme - 103,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11378,45,Male,Texas,Urban,2108.41,Private Sector,Secondary,8,No,16-08-25,69,Pending,0,Central,All India,Education & Learning,Grant,55000,14,71,300000,General,Male,Diploma,Offline,Gov Assistance Scheme - 989,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10678,46,Female,California,Urban,1783.68,Unemployed,,1,Yes,02-07-25,7,Pending,500,Central,All India,Healthcare,Stipend,18000,18,53,300000,Any,Female,PhD,Online+Offline,Gov Assistance Scheme - 379,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11292,40,Female,Florida,Urban,3540.98,Public Sector,Primary,4,Yes,09-08-25,48,Under Review,2500,Central,All India,Healthcare,Stipend,31000,21,37,300000,General,Any,PG,Offline,Gov Assistance Scheme - 218,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10776,34,Non-Binary,New York,Urban,4677.37,Public Sector,Secondary,8,No,08-07-25,98,Under Review,0,Central,All India,Housing,Direct Benefit Transfer,72000,12,75,500000,OBC,Any,School,Offline,Gov Assistance Scheme - 131,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11922,73,Female,New York,Urban,2963.37,Student,Primary,3,No,12-10-25,5,Rejected,500,State,New York,Healthcare,Subsidy,21000,22,63,300000,General,Male,Higher Secondary,Online+Offline,Gov Assistance Scheme - 178,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11076,64,Female,California,Urban,678.85,Unemployed,Secondary,1,No,09-01-25,49,Pending,0,State,California,Education & Learning,Direct Benefit Transfer,91000,17,51,200000,Any,Non-Binary,Vocational,Online+Offline,Gov Assistance Scheme - 858,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10174,44,Female,Illinois,Rural,933.78,Public Sector,Primary,7,No,27-07-25,13,Approved,0,Central,All India,Healthcare,Direct Benefit Transfer,32000,17,75,200000,ST,Any,PG,Offline,Gov Assistance Scheme - 126,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11232,19,Male,California,Urban,2957.23,Self-Employed,Primary,6,No,01-08-25,48,Rejected,0,State,California,Healthcare,Direct Benefit Transfer,51000,5,30,200000,Any,Female,Diploma,Online,Gov Assistance Scheme - 294,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11248,61,Non-Binary,Texas,Urban,807.48,Private Sector,Tertiary,6,No,16-04-25,79,Approved,0,State,Texas,Agriculture,Stipend,69000,19,75,500000,Any,Any,Vocational,Offline,Gov Assistance Scheme - 121,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
